"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1876415776816832692","Mon Jan 06 23:49:17 +0000 2025","1","Dari kemarin sedih bet baca berita Shin Tae-Yong","1876415776816832692","","","in","","0","1","0","https://x.com/votrebelleamie/status/1876415776816832692","1131146119159865344","votrebelleamie"
"1876415073532756247","Mon Jan 06 23:46:30 +0000 2025","0","Shin Tae-yong Sakit Hati Taktiknya Dikritik Pemain Keturunan Muncul Line Up Aneh di Laga Timnas Indonesia vs China hingga Berujung Pemecatan https://t.co/vNfaakPRtD","1876415073532756247","","","in","Jakarta","0","0","1","https://x.com/okezonenews/status/1876415073532756247","47274731","okezonenews"
"1876414960802353597","Mon Jan 06 23:46:03 +0000 2025","0","Anak Shin Tae-yong kecewa setelah ayahnya dipecat PSSI https://t.co/OnjfHANpCr https://t.co/3LdTfKzNdM","1876414960802353597","https://pbs.twimg.com/media/GgpdalQbcAAic7O.png","","in","Indonesia","0","0","0","https://x.com/webelshinta/status/1876414960802353597","1482999200988434435","webelshinta"
"1876414960232002045","Mon Jan 06 23:46:03 +0000 2025","1","Kembalikan Shin Tae-Yong","1876414960232002045","","","in","","0","1","0","https://x.com/sat87515/status/1876414960232002045","1820928098403069953","sat87515"
"1876414868275986592","Mon Jan 06 23:45:41 +0000 2025","1","Shin Tae-yong dan Pergantian Pelatih Timnas di Tengah Jalan Perjudian Besar PSSI? Mengganti STY saat Indonesia masih menyisakan empat laga kualifikasi Piala Dunia bisa dibilang tindakan yang berisiko tinggi dari PSSI. Baca Kompas https://t.co/Op5ZDHRXcd @hariankompas","1876414868275986592","","","in","","0","0","0","https://x.com/tatisamhadi/status/1876414868275986592","1445984430258982913","tatisamhadi"
"1876414746800583111","Mon Jan 06 23:45:12 +0000 2025","44","Shin Tae-yong Curi Hati Masyarakat PSSI Dituntut Buka Hasil Evaluasi Kinerja | #ShinTaeYong https://t.co/AKwtJrHjYC","1876414746800583111","","","in","Jakarta","4","5","15","https://x.com/kompascom/status/1876414746800583111","23343960","kompascom"
"1876413013701591226","Mon Jan 06 23:38:19 +0000 2025","1","Tak Lagi jadi Pelatih Timnas Indonesia Bagaimana Nasib Golden Visa Shin Tae-yong? https://t.co/KGyIv3wMCC","1876413013701591226","","","in","iNews Tower","0","1","0","https://x.com/officialinews_/status/1876413013701591226","132078023","officialinews_"
"1876412685727985678","Mon Jan 06 23:37:00 +0000 2025","1","Setelah kepergian STY ( Shin Tae-Yong ) entah semangat entah ada rasa malas saat timnas berlaga nanti. Saat ini yang kurasakan sedih tak berkesudahan berasa mimpi. Tak percaya tapi nyata.","1876412685727985678","","","in","indonesia ","0","1","0","https://x.com/prabuadyatama/status/1876412685727985678","468871683","prabuadyatama"
"1876412342709469543","Mon Jan 06 23:35:39 +0000 2025","1","Reaksi Pemain Timnas Indonesia Usai Shin Tae-yong Dipecat PSSI https://t.co/Unjb40WZyP lewat @YouTube","1876412342709469543","","","in","","0","0","0","https://x.com/Mahdiar85505384/status/1876412342709469543","826072494624759808","Mahdiar85505384"
"1876405827764097424","Mon Jan 06 23:09:45 +0000 2025","0","Indonesia berhentikan Shin Tae-yong sebagai pelatih tim nasional demikian pengumuman Persatuan Sepak Bola Seluruh Indonesia (PSSI) dalam sebuah pernyataan hari Senin (6/1). Apakah kamu setuju dengan pemecatan STY? https://t.co/M1ulY9UDyX","1876405827764097424","","","in","Washington, DC","0","0","1","https://x.com/voaindonesia/status/1876405827764097424","75077164","voaindonesia"
"1876405641511858487","Mon Jan 06 23:09:01 +0000 2025","1","5 Berita Populer: Shin Tae-yong Dipecat hingga KPK Panggil Hasto sebagai Tersangka https://t.co/IAn0E2qJSc","1876405641511858487","","","in","iNews Tower","0","0","1","https://x.com/officialinews_/status/1876405641511858487","132078023","officialinews_"
"1876147095088066597","Mon Jan 06 23:07:24 +0000 2025","2","@TimnasIndonesia @PSSI Akan nyesek lagi jika tiba-tiba Shin Tae-yong diambil Malaysia sebagai juru taktiknya. Karena saat ini Malaysia lagi butuh pelatih baru.","1876405236165931483","","TimnasIndonesia","in","","0","0","0","https://x.com/Untungrakatesa/status/1876405236165931483","1231858064648572928","Untungrakatesa"
"1876404633050173882","Mon Jan 06 23:05:01 +0000 2025","37","Antara Erick Thohir Shin Tae-Yong PSSI Dan Para Penggemar Sepakbola patrick kluivert apa louis van gaal Jadi isu itu benar adanya? https://t.co/g8BHdRi15i","1876404633050173882","https://pbs.twimg.com/ext_tw_video_thumb/1876404501584003072/pu/img/UpwVfJCeV2ARXD4g.jpg","","in","","0","15","12","https://x.com/WGreborn/status/1876404633050173882","1192071663895973888","WGreborn"
"1876403953124114806","Mon Jan 06 23:02:18 +0000 2025","0","Reaksi Jay Idzes Tanggapi Pemecatan Pelatih Shin Tae-yong Jay: Dunia yang Sulit https://t.co/IKArwbjznK via @tribunmedan","1876403953124114806","","","in","Medan, Indonesia","0","0","0","https://x.com/tribunmedan/status/1876403953124114806","142305302","tribunmedan"
"1876403936997040365","Mon Jan 06 23:02:15 +0000 2025","0","Mantan pemain timnas Belanda Patrick Kluivert dikabarkan sepakat untuk menukangi timnas Indonesia. Menggantikan Shin Tae-yong #TimnasDay #TimnasIndonesia #Timnas #Indonesia #PatrickKluivert #FabrizioRomano #BreakingNews #MansionSportsFC https://t.co/0R1jI7ntt9","1876403936997040365","https://pbs.twimg.com/media/GgpTZVBagAAQL84.jpg","","in","","0","0","0","https://x.com/mansionfcid/status/1876403936997040365","1722508913650843648","mansionfcid"
"1876403137193607560","Mon Jan 06 22:59:04 +0000 2025","1","Reaksi Ibnu Jamil atas Pemecatan Shin Tae-yong: Ada Apa di Balik Semua ini? https://t.co/CxaQew0ryd","1876403137193607560","","","in","","0","0","0","https://x.com/bnvgrohos/status/1876403137193607560","1704269424046563328","bnvgrohos"
"1876403105375670775","Mon Jan 06 22:58:56 +0000 2025","0","PSSI resmi pecat pelatih Timnas Shin Tae-yong tadi malam #puton888 #TransformasiPanganEnergi #viral #situsgacor https://t.co/8xKlra7OgO","1876403105375670775","https://pbs.twimg.com/ext_tw_video_thumb/1876401131502592000/pu/img/EtCEbDYhnU5jbgXD.jpg","","in","","0","0","0","https://x.com/topputon888/status/1876403105375670775","1866963863029399552","topputon888"
"1876402745370157524","Mon Jan 06 22:57:31 +0000 2025","0","Alasan Erick Thohir Pilih Pelatih Asal Belanda Gantikan Shin Tae-yong: Faktor Budaya dan Komunikasi https://t.co/XkTwy2Y1EC #BeritaSonora via @kompascom","1876402745370157524","","","in","Jakarta Barat, DKI Jakarta","0","0","0","https://x.com/SonoraFM92/status/1876402745370157524","180696019","SonoraFM92"
"1876402090127622345","Mon Jan 06 22:54:54 +0000 2025","0","akirnya omongan bapak ini bener Shin Tae-yong dan Erick Thohir Van Gaal Towel @PSSI #TimnasDay @jebreeetmedia @CoachJustinL https://t.co/OOeGOittfO","1876402090127622345","https://pbs.twimg.com/media/GgpQ2FSbIAAibsG.png","","in","ngapak","0","0","0","https://x.com/ngedabrush/status/1876402090127622345","1665785714951487488","ngedabrush"
"1876401200440177067","Mon Jan 06 22:51:22 +0000 2025","74","Shin tae-yong .. Indonesia pernah punya pelatih timnas seHEBAT ini https://t.co/BniXtqIhMo","1876401200440177067","https://pbs.twimg.com/ext_tw_video_thumb/1876401122761740288/pu/img/dOf48bc2PERFQMoM.jpg","","in","BDJ/Adonara NTT","0","2","3","https://x.com/OlaHitz/status/1876401200440177067","80852666","OlaHitz"
"1876399491521347898","Mon Jan 06 22:50:49 +0000 2025","4","@punditgagal Terimakasih Coach Shin Tae-Yong Atas kerja kerasnya selama ini. 🇮🇩","1876401059817722325","","punditgagal","in","","0","0","0","https://x.com/likromiahooy/status/1876401059817722325","867661074","likromiahooy"
"1876399345895104688","Mon Jan 06 22:44:00 +0000 2025","0","Guys.. Demo dan kecam orang ini yuk jangan di medsos aja garang kita demo langsung. Shin Tae-yong Van Gaal PSSI Mafia Timnas #TerimaKasihSTY Whoosh https://t.co/mh4Rk70YpJ","1876399345895104688","https://pbs.twimg.com/media/GgpPQgQbEAAyPJk.jpg","","in","","0","0","0","https://x.com/delogyc/status/1876399345895104688","1705532178329993216","delogyc"
"1876387483942051910","Mon Jan 06 22:41:46 +0000 2025","0","@Info_SerieA Gara2 Erick Thohir ganti pelatih Inter jadi kalah ah sudahlah Shin Tae-yong udah lama tak...","1876398784789520633","","Info_SerieA","in","","0","0","0","https://x.com/beben_san/status/1876398784789520633","802087362","beben_san"
"1876398713918427202","Mon Jan 06 22:41:29 +0000 2025","0","Patrick Kluivert Resmi Gantikan Shin Tae-yong Jadi Pelatih Timnas Indonesia https://t.co/tT3NNCOHWT","1876398713918427202","","","in","","0","0","0","https://x.com/ComMetrosulteng/status/1876398713918427202","1548631251111751680","ComMetrosulteng"
"1876398500868669745","Mon Jan 06 22:40:39 +0000 2025","0","Buat orang yang mempertanyakan pencapaian Shin Tae-yong belum ngasih Trophy/Piala buat Timnas Indonesia (senior) emang sebanyak apa sih Event Timnas emang harus sudah juara apaan sih? Juara Piala Asia? Atau Juara Piala Dunia? ","1876398500868669745","","","in","Bandung, Jawa Barat","0","0","0","https://x.com/vidihendry/status/1876398500868669745","472879633","vidihendry"
"1876398241069302081","Mon Jan 06 22:39:37 +0000 2025","1"," Tolong yang kurang dikompletin aja Sebuah kalimat yang aaassu bagi para pembencinya bukankan begitu jubir TUAI @GunRomli juga @Dennysiregar7 cs? Van Gaal 14th Amandement Shin Tae-yong HERE WE GO Erick Thohir https://t.co/jC0KIsfppa","1876398241069302081","https://pbs.twimg.com/ext_tw_video_thumb/1876398162795282432/pu/img/c9S8a7PbiviJ0QPe.jpg","","in","","0","0","0","https://x.com/cahaya_anto/status/1876398241069302081","1682477993858588676","cahaya_anto"
"1876042181557059773","Mon Jan 06 22:35:49 +0000 2025","967","@GabrielHib7661 Level kita belum yang tinggi-tinggi banget ya memastikan lolos ke Piala dunia aja belum. Lagian yang membantu menaikkan level timnas kan juga Shin Tae-yong kan aneh kalo malah dia yang dipecat.","1876397288320589894","","GabrielHib7661","in","","0","6","19","https://x.com/gilabola_ina/status/1876397288320589894","1170153265444442113","gilabola_ina"
"1876396409047691470","Mon Jan 06 22:32:20 +0000 2025","1229","Saat PSSI menunjuk Luis Milla saya optimis. Saat PSSI menunjuk Shin Tae-yong saya optimis. Tapi saat PSSI menunjuk Patrick Kluivert kok saya masih belum optimis ya?","1876396409047691470","","","in","","6","72","138","https://x.com/gilabola_ina/status/1876396409047691470","1170153265444442113","gilabola_ina"
"1876394804109803738","Mon Jan 06 22:25:57 +0000 2025","1","Elegi untuk Shin Tae-yong https://t.co/JGeUioSiqP","1876394804109803738","","","in","aceh","0","0","0","https://x.com/suarananggroe/status/1876394804109803738","348257458","suarananggroe"
"1876394315897086137","Mon Jan 06 22:24:01 +0000 2025","1","PSSI mengambil keputusan yang tergesa-gesa atas pemecatan Shin Tae-yong harusnya biarkan dia menyelesaikan tugasnya di round 3 #KluivertOut #ShinTaeYong #excoout","1876394315897086137","","","in","","0","0","0","https://x.com/Eeeeek222/status/1876394315897086137","1745878557010837504","Eeeeek222"
"1876227751394590720","Mon Jan 06 22:23:59 +0000 2025","0","@utdfocusid Karena panggungnya Erick Thohir banyak tersita publik dengan kecemerlangan kinerja Shin Tae-Yong ","1876394307395244445","","utdfocusid","in","","0","0","0","https://x.com/anginnn78/status/1876394307395244445","1734525417850306560","anginnn78"
"1876393828565061737","Mon Jan 06 22:22:05 +0000 2025","1","Terima kasih Coach Shin Tae-yong PSSI TIMNAS Pildun Piala Dunia https://t.co/nRYZ27sSKo","1876393828565061737","https://pbs.twimg.com/ext_tw_video_thumb/1876393795774029824/pu/img/QlOG1Hurh78urG2z.jpg","","in","Depok, Indonesia","0","0","0","https://x.com/andrialfians/status/1876393828565061737","231713264","andrialfians"
"1876393513669304805","Mon Jan 06 22:20:50 +0000 2025","1","Update Berita Bola Kapal Sports !! Momen Ketika Air Mata Shin Tae-yong Tumpah usai Timnas Indonesia Gagal di Play-off Olimpiade 2024 Baca Selengkap nya &gt;&gt;&gt;https://t.co/wlMIBgyE98&lt;&lt;&lt; Gabung &amp; Menang Besar Hanya di KAPALJUDI!! https://t.co/5f9K4zmLdf https://t.co/HDzQ5Q9akq","1876393513669304805","https://pbs.twimg.com/media/GgpJ6OTbIAAFZZZ.jpg","","in","","0","0","0","https://x.com/DKapaljudi73146/status/1876393513669304805","1796111630142746624","DKapaljudi73146"
"1876393072009109526","Mon Jan 06 22:19:04 +0000 2025","0","Awal tahun 2024 aku kehilangan bapak ku utk selama-lamanya Awal tahun 2025 Indonesia kehilangan coach kesayangan kita semua Shin Tae-yong","1876393072009109526","","","in","Semarang, Jawa Tengah","0","0","0","https://x.com/istiqomah99__/status/1876393072009109526","1703984279615942656","istiqomah99__"
"1876392342531551467","Mon Jan 06 22:16:10 +0000 2025","0","Shin Tae-yong Dipecat PSSI https://t.co/g8sfUrdktU https://t.co/2HREKxJrVx","1876392342531551467","https://pbs.twimg.com/media/GgpI5BQaQAAsX85.jpg","","in","Jakarta Capital Region","0","0","0","https://x.com/suaraindonews_/status/1876392342531551467","887616625175707649","suaraindonews_"
"1876392226533814625","Mon Jan 06 22:15:43 +0000 2025","1","Terima kasih Shin Tae-yong You don't deserve this country anda terlalu baik dan terlalu jujur untuk bekerja di negara ini. Anda pasti akan menjadi pelatih di negara yang sangat baik suatu hari nanti dan berhasil juga membawa tim sepak bola negara tersebut bersinar ","1876392226533814625","","","in"," ","0","1","1","https://x.com/delightpeony/status/1876392226533814625","1172870526856859650","delightpeony"
"1876391993024336343","Mon Jan 06 22:14:47 +0000 2025","0","Subuh kebangun Coach Shin Tae-yong sampe masuk mimpi guee syedih","1876391993024336343","","","in","Frankfurt on the Main, Germany","0","0","0","https://x.com/HAP_________/status/1876391993024336343","1825761560947818496","HAP_________"
"1876391897444626660","Mon Jan 06 22:14:24 +0000 2025","0","Shin Tae-yong Dipecat PSSI https://t.co/g8sfUrdktU https://t.co/GDHXtaUfMA","1876391897444626660","https://pbs.twimg.com/media/GgpIfG8bUAA_4Tl.jpg","","in","Jakarta Capital Region","0","0","0","https://x.com/suaraindonews_/status/1876391897444626660","887616625175707649","suaraindonews_"
"1876235781343527228","Mon Jan 06 22:09:39 +0000 2025","66","@Marchfoward Sebab Erick Thohir ni nak tinggalkan legacy diorang di Timnas guna menaikkan electability diorang punya di election tahun 2029 nanti. Shin Tae-Yong dikontrak pada masa chairman sebelum Thohir sebab tu lah Thohir ingin akhiri legacy dari chairman sebelumnya di Timnas.","1876390699211567479","","Marchfoward","in","Balikpapan - Manchester","0","1","0","https://x.com/muammarfadhilah/status/1876390699211567479","554873150","muammarfadhilah"
"1876389555177415031","Mon Jan 06 22:05:06 +0000 2025","0","Dibisikin Towel pas ketemu di laga AFF timnas vs filipina erick tohir langsung aja cepat ambil keputusan pecat Shin Tae-yong gue kira dia gak bs didikte orang lain sekelas handuk PSSI #pssimafia #STYSTAY #STYTanpaDiasporaNol van gaal #JokowiRajaKorup pak ET #SupercoppaItaliana","1876389555177415031","","","in","","0","0","0","https://x.com/RioOchou/status/1876389555177415031","1758040418653241344","RioOchou"
"1876389302214750474","Mon Jan 06 22:04:05 +0000 2025","17","KCIC Minta Maaf Usai Akun Resminya Ikut Mengumpat Pemecatan Shin Tae-yong https://t.co/dNECxfMSb9","1876389302214750474","","","in","","0","1","17","https://x.com/OposisiCerdas/status/1876389302214750474","887743587579944960","OposisiCerdas"
"1876389240181043203","Mon Jan 06 22:03:51 +0000 2025","0","Media Korsel Bandingkan Pemecatan Shin Tae-yong dengan Kemenangan Vietnam yang Dilatih Kim Sang-sik https://t.co/rzOI4be5R9","1876389240181043203","","","in","iNews Tower","0","0","0","https://x.com/officialinews_/status/1876389240181043203","132078023","officialinews_"
"1876389199076868291","Mon Jan 06 22:03:41 +0000 2025","2","Komentar Anak Shin Tae-yong usai Ayahnya Dipecat: Dia Telah Memberikan Segalanya https://t.co/Xtr9BjEhWA","1876389199076868291","","","in","iNews Tower","0","0","0","https://x.com/officialinews_/status/1876389199076868291","132078023","officialinews_"
"1876388278888448353","Mon Jan 06 22:00:01 +0000 2025","0","Karier Cemerlang Patrick Kluivert Legenda Timnas Belanda Pengganti Shin Tae-yong https://t.co/MVGUlYVUZb","1876388278888448353","","","in","Jakarta, Indonesia","0","0","0","https://x.com/OlretK/status/1876388278888448353","1578954814729248769","OlretK"
"1876386655650890101","Mon Jan 06 21:53:34 +0000 2025","1","anying gw yg jarang nonton bola jg kesel bgt cok kalo shin tae-yong di pecat","1876386655650890101","","","in","60","0","0","0","https://x.com/cherxya/status/1876386655650890101","1551916771849818112","cherxya"
"1876386465665699863","Mon Jan 06 21:52:49 +0000 2025","0","Kabar Pemecatan Pelatih Timnas Indonesia Shin Tae-yong disoroti Media Internasional: dari Malaysia hingga Perancis https://t.co/BRIE27aXyV","1876386465665699863","","","in","","0","0","0","https://x.com/warta_sasambo/status/1876386465665699863","1833450860917215232","warta_sasambo"
"1876379278449008667","Mon Jan 06 21:49:20 +0000 2025","0","at the end of the day yang datang akan pergi... Untuk tahun-tahun yang sangat berkesan 감사합니다 Shin Tae-Yong! ️","1876385589102256482","","tuantemu","in","","0","0","0","https://x.com/tuantemu/status/1876385589102256482","886866698346811392","tuantemu"
"1876383931345621348","Mon Jan 06 21:42:45 +0000 2025","0","Kang prank kejam Doi cantik msh aj dijailin Ini prank bukan Frank de Boer coach terburuk di Inter Milan nir prestasi asal Belanda Gue adminnya lagi kesel liat Timnas Indonesia diacak-acak Mafia spt Ketum PSSI Erick Thohir yg pecat Shin Tae-Yong jelang vs Bahrain &amp; Pildun https://t.co/RIMaZFDbW9","1876383931345621348","https://pbs.twimg.com/ext_tw_video_thumb/1876383787397115904/pu/img/eaPxlv88p3WDqyMm.jpg","","in","","0","1","0","https://x.com/joe_pride888/status/1876383931345621348","1355098085844606981","joe_pride888"
"1876382442283778500","Mon Jan 06 21:36:50 +0000 2025","0","TERIMA KASIH SHIN TAE-YONG... ANDA SDH MEMBERIKAN DAMPAK POSITIF TERHADAP PERSEPAKBOLAAN INDONESIA. JASAMU AKAN SELALU DIKENANG. https://t.co/bwf8qoiDWY","1876382442283778500","https://pbs.twimg.com/media/Ggo_4yiaoAA8DAo.jpg","","in","","0","0","0","https://x.com/kasinodjojo/status/1876382442283778500","3176769049","kasinodjojo"
"1876380885358113128","Mon Jan 06 21:30:39 +0000 2025","0","Shin Tae-yong dipecat! 🇮🇩 PSSI mengumumkan pemecatan pelatih Timnas Indonesia. Apa alasan di balik keputusan ini? Baca selengkapnya di artikel kami! #TimnasIndonesia #ShinTaeYong #SepakBola https://t.co/GrCVelsLbC","1876380885358113128","","","in","","0","0","0","https://x.com/AbdulKa25499772/status/1876380885358113128","1683114912812527619","AbdulKa25499772"
"1876380500669129135","Mon Jan 06 21:29:07 +0000 2025","0","Shin Tae-yong Gaji 15jt Nancy Pelosi Susunya Van Gaal Whoosh Kylie Arda Guler INTJ Zendaya Pemain Pemain Curacao https://t.co/ueHaHnkp0z","1876380500669129135","https://pbs.twimg.com/ext_tw_video_thumb/1876375817036693505/pu/img/lT-LJdYbKR-LEOqv.jpg","","in","","0","0","0","https://x.com/HerlindaMu78897/status/1876380500669129135","1836682248168599552","HerlindaMu78897"
"1876380247345811741","Mon Jan 06 21:28:07 +0000 2025","0","Sebagai fans timnas yang lumayan setuju dengan pendapat Bung Towel berita pemecatan Shin Tae-yong menjadi hal yang biasa saja. Apresiasi untuk pencapaian coach.","1876380247345811741","","","in","Jakarta","0","0","0","https://x.com/kristiyanagung/status/1876380247345811741","399916730","kristiyanagung"
"1876379696235266204","Mon Jan 06 21:25:55 +0000 2025","0","ga salah pilih emang main dsini.. https://t.co/5cpQTgK0ap selalu memuaskan dan menyenangkan.. Shin Tae-yong GOT7 #BSS_TELEPARTY Nancy Pelosi Nottingham Forest Pak ET Penjudi https://t.co/CHNdUBBJEs","1876379696235266204","https://pbs.twimg.com/media/Ggo9S_vaYAALsgF.jpg","","in","","0","0","0","https://x.com/juliespean44574/status/1876379696235266204","1700341488637616128","juliespean44574"
"1876379549828796666","Mon Jan 06 21:25:20 +0000 2025","0","Gak ada kata bosen buat main di sni joss tenann maszeh narik teruss https://t.co/5cpQTgK0ap Shin Tae-yong GOT7 #BSS_TELEPARTY Nancy Pelosi Nottingham Forest Pak ET Penjudi https://t.co/gmCYz0OnEa","1876379549828796666","https://pbs.twimg.com/media/Ggo9MOrbIAAA2te.jpg","","in","","0","0","0","https://x.com/juliespean44574/status/1876379549828796666","1700341488637616128","juliespean44574"
"1876379424943473016","Mon Jan 06 21:24:51 +0000 2025","0","Baru main udah keluar pecahan besarnya di situs https://t.co/5cpQTgK0ap Shin Tae-yong GOT7 #BSS_TELEPARTY Nancy Pelosi Nottingham Forest Pak ET Penjudi https://t.co/LRGAmr0JL7","1876379424943473016","https://pbs.twimg.com/media/Ggo9G1_aYAE96r1.jpg","","in","","0","0","0","https://x.com/juliespean44574/status/1876379424943473016","1700341488637616128","juliespean44574"
"1876379292319531413","Mon Jan 06 21:24:19 +0000 2025","0","PG lagi panen JP nih bro.. di https://t.co/5cpQTgK0ap Shin Tae-yong GOT7 #BSS_TELEPARTY Nancy Pelosi Nottingham Forest Pak ET Penjudi https://t.co/PQgFFhq44h","1876379292319531413","https://pbs.twimg.com/media/Ggo8-UFawAAV9y7.jpg","","in","","0","0","0","https://x.com/juliespean44574/status/1876379292319531413","1700341488637616128","juliespean44574"
"1876379182466544054","Mon Jan 06 21:23:53 +0000 2025","0","https://t.co/5cpQTgK0ap tempatnya paling gacor ini gw saranin sih main disini sih kalo mau cari cuan.. Shin Tae-yong GOT7 #BSS_TELEPARTY Nancy Pelosi Nottingham Forest Pak ET Penjudi https://t.co/XTmBXZtK40","1876379182466544054","https://pbs.twimg.com/media/Ggo84yZaoAMF3lo.jpg","","in","","0","0","0","https://x.com/juliespean44574/status/1876379182466544054","1700341488637616128","juliespean44574"
"1876379096130924887","Mon Jan 06 21:23:32 +0000 2025","0","Skrg mah nyarinya yg uda pasti2 aja kyk gini uda terbukti dan jelas https://t.co/5cpQTgK0ap slalu ngasih winwin Shin Tae-yong GOT7 #BSS_TELEPARTY Nancy Pelosi Nottingham Forest Pak ET Penjudi https://t.co/2lYsmHcRZU","1876379096130924887","https://pbs.twimg.com/media/Ggo8z9Ma0AEKagy.jpg","","in","","0","0","0","https://x.com/juliespean44574/status/1876379096130924887","1700341488637616128","juliespean44574"
"1876378903734075768","Mon Jan 06 21:22:46 +0000 2025","0","Cobain deh main di https://t.co/5cpQTgK0ap jamin gak bikin kesel dah.. Shin Tae-yong GOT7 #BSS_TELEPARTY Nancy Pelosi Nottingham Forest Pak ET Penjudi https://t.co/LCxIxOpcjK","1876378903734075768","https://pbs.twimg.com/media/Ggo8oMqbUAANCUi.jpg","","in","","0","0","0","https://x.com/juliespean44574/status/1876378903734075768","1700341488637616128","juliespean44574"
"1876375750196211735","Mon Jan 06 21:10:14 +0000 2025","0","Shin Tae-yong Gaji 15jt Nancy Pelosi Susunya Van Gaal Whoosh Kylie Arda Guler INTJ Zendaya Pemain Pemain Curacao https://t.co/dLLkJvUuS8","1876375750196211735","https://pbs.twimg.com/media/Ggo5ysKbMAAPqHs.jpg","","in","","0","0","0","https://x.com/HerlindaMu78897/status/1876375750196211735","1836682248168599552","HerlindaMu78897"
"1876375696194552224","Mon Jan 06 21:10:02 +0000 2025","0","Saat Shin tae-yong didepak lalu digantikan si Patrick maka tak boleh lagi ada alasan kita masih proses . Semua harus sudah tune-in dan wajib berhasil baik","1876375696194552224","","","in","Klaten","0","0","0","https://x.com/hniklt/status/1876375696194552224","1627905139","hniklt"
